"id","addresse","city","name","postal_code","phone_number"
1501,"4, Avenue Anatole France","Garges-lès-Gonesse","Centre départemental de dépistage et de soins - site de Garges-lès-Gonesse","95140",NULL
1502,"9, Rue Gabriel Péri","Grigny","Grigny CVAE","91350",NULL
1503,"15, Avenue du Général Leclerc","Lalinde","Maison de santé pluridisciplinaire de Lalinde","24150",NULL
1504,"7, Avenue Jean Rumeau","Cambo-les-Bains","Centre médical Toki Eder","64250",NULL
1505,"59, Rue des Pyrénées","Bénéjacq","Centre de Vaccination de Bénéjacq","64800","+33755293305"
1506,"5, Avenue Léon Blum","Corbeil-Essonnes","FTM Évry Tarterets","91100",NULL
1507,"2, Rue Victor Hugo","Retiers","RETIERS - Salle polyvalente","35240","+33805690821"
1508,", Rue du Général Gouraud","Mourmelon-le-Grand","Centre de Vaccination de Mourmelon Le Grand - Espace culturel Napoléon III","51400",NULL
1509,"23, Rue Général de Gaulle","Salazie","Centre éphémère site de Hell-Bourg","97433","0262 72 47 20"
1510,"1, Allee des Platanes","Cuxac-Cabardès","CPTS DU CABARDES","11390","+33800541919"
1511,"1, Avenue Pierre Curie","Trèbes","Centre de vaccination de Trebes","11800","+33800009110"
1512,"1, Avenue du Midi","Agen","Centre de vaccination au centre des congrès d'Agen","47000","+33553484956"
1513,"37, Place du Marcadieu","Lembeye","Centre de vaccination de Lembeye - VACCI VIC BILH","64350","+33672878578"
1514,"70, Avenue Gilbert Berger","Tremblay-en-France","Centre de vaccination - Gymnase Guimier","93290",NULL
1515,"75, Rue Georges Pompidou","Salazie","Centre de vaccination COVID 19 : Site de Salazie Village","97433","0262 72 04 04 "
1516,"12, Chaussée Jules César","Osny","EMV Domicile COORDINOV","95520",NULL
1517,"10, Avenue Charles Péguy","Sarcelles","EMV Domicile Opalia","95200",NULL
1518,"159, rue du pere Castagnan","Salazie","Centre de vaccination COVID 19 : Site de Mare à vieille place","97433","0262 72 47 20"
1519,"55, Avenue de Paris","Soisy-sous-Montmorency","EMV Domicile Joséphine","95230",NULL
1520,", Rue Roger Tagliana","Auvers-sur-Oise","EMV Domicile Vexin Pean","95430",NULL
1521,"26, Rue du Père Louis Mancel","Case de Grand-Ilet (Salazie)","Centre de vaccination COVID 19 : Site de Grand Ilet","97433","0262 72 47 20"
1522,", Route de Bechy","Rémilly","Centre de vaccination de Rémilly","57580","+33387345345"
1524,"7, Rue Saint-Eloi","Charlieu","antenne MSP Charlieu ","42190",NULL
1525,"15, Cr Saint Charles","Ambierle","antenne MSP Ambierle ","42820",NULL
1526,"28, Place du 11 Novembre","Saint-Just-en-Chevalet","antenne MSP St Just en Chevalet ","42430",NULL
1527,"20, Route de Fraisse","Saint-Bonnet-le-Courreau","antenne MSP St Bonnet le Courreau ","42940",NULL
1528,"1, Place Rampon","Tournon-sur-Rhône","Centre de Vaccination éphémère de Tournon sur Rhone","07300",NULL
1529,"1, Avenue François Mitterrand","Fruges","Centre de vaccination - Maison de Santé Pluriprofessionnelle de Fruges","62310",NULL
1530,"34, Rue Jean Grémillon","Bobigny","EMV Avicennes","93000",NULL
1531,"2, Rue Arthur Groussier","Bondy","EMV Jean Verdier","93140",NULL
1532,"52, Avenue du Docteur Schaffner","Sevran","EMV René Muret","93270",NULL
1533,"99, Boulevard Robert Ballanger","Villepinte","EMV Ballanger","93420",NULL
1534,"20, Chemin de la Providence","Bourg-en-Bresse","CP - US CP Bourg-en-Bresse / Centre pénitentiaire de Bourg-en-Bresse","01000",""
1535,", Boulevard Jean Moulin","Yzeure","CP - US du Centre Hospitalier de Moulins-Yzeure / Centre Pénitentiaire de Moulins-Yzeure","03400",""
1536,"3, Rue du Chateau","Montluçon","MA - US   MONTLUCON / Maison d'Arrêt de Montluçon","03100",""
1537,"1, Place des Récollets","Privas","MA - USN1 / Maison d'Arrêt de Privas","07000",NULL
1538,"20, Place du Square","Aurillac","MA - US / Maison d'Arrêt d'Aurillac","15000",""
1539,", Chemin de Saint Joseph","Valence","CP - L'US de Valence / Centre pénitentiaire de Valence","26000",""
1540,", Le Grand Pré","Varces-Allières-et-Risset","MA - US MA de Grenoble-Varces / Maison d'Arrêt de Grenoble-Varces","38760",NULL
1541,", Rue Georges Mandel","Roanne","CD - US centre de détention de roanne / Centre de détention de Roanne","42300",""
1542,", Rue de la Sauvagère","La Talaudière","MA - USN 1Maison d'Arrêt de la Talaudière / Maison d'Arrêt de Saint-Etienne-la-Talaudière","42350",""
1543,", Boulevard Bertrand de Doue","Le Puy-en-Velay","MA - Unité de Consultations et de Soins Ambulatoires / Maison d'Arrêt du Puy-en-Velay","43000",NULL
1544,"17, Rue Soubrany","Riom","CP - Centre pénitentiaire de Riom / Centre de Détention de Riom","63200",""
1545,", Rue du Rambion","Meyzieu","CP - US SAINT QUENTIN FALLAVIER / Etablissement spécialisé pour mineurs du Rhône","69330",""
1546,", Rue du Rambion","Meyzieu","MA - US Corbas / Etablissement spécialisé pour mineurs du Rhône","69330",""
1547,", Rue du Rambion","Meyzieu","EPM - US/SMPR EPM du Rhone / Etablissement spécialisé pour mineursdu Rhône","69330",""
1548,", Rue Lavoisier","Villefranche-sur-Saône","CP - VILLEFRANCHE SUR SAONE / Maison d'Arrêt de Villefranche-sur-Saône","69400",NULL
1549,"151, R de Belledonne","Chambéry","MA - US Maison d'Arrêt de Chambéry / Maison d'Arrêt de Chambéry","73000",NULL
1551,", R Pertuiset","Bonneville","MA - US de la Maison d'Arrêt de Bonneville / Maison d'Arrêt de Bonneville","74130",NULL
1552,"72 bis, Rue d?Auxonne","Dijon","MA - US DIJON / Maison d'Arrêt de Dijon","21000",""
1553,"5, Rue Pergaud","Besançon","MA - US de la maison d'arrêt de Besançon / Maison d'Arrêt de Besançon","25000",""
1554,", Pl de la Chevalerie","Lons-le-Saunier","MA - US / Maison d'Arrêt de Lons-le-Saunier","39000",""
1555,"13 bis, Rue Paul Vaillant Couturier","Nevers","MA - US DE NEVERS / Maison d'Arrêt de Nevers","58000",""
1556,"9, Place Beauchamp","Vesoul","MA - US de Vesoul / Maison d'Arrêt de Vesoul","70000",""
1557,", Route de la Ferte","Varennes-le-Grand","CP - Varennes le grand / Centre Pénitentiaire de Varennes-le-Grand","71240",""
1558,"13, Avenue Charles de Gaulle","Auxerre","CD - US Joux-la-Ville / Maison d'Arrêt d'Auxerre","89000",""
1559,"13, Avenue Charles de Gaulle","Auxerre","MA - US Auxerre / Maison d'Arrêt d'Auxerre","89000",""
1560,"2, Rue du Bois Bourgeois","Montbéliard","MA - US de Montbéliard / Maison d'Arrêt de Montbéliard","25200",""
1561,"2, Rue du Bois Bourgeois","Montbéliard","MA - US de Belfort / Maison d'Arrêt de Montbéliard","25200",""
1562,"1, Rue des Fusillés","Saint-Brieuc","MA - US / Maison d'Arrêt de Saint-Brieuc","22000",NULL
1563,"171, Rue Général Paulet","Brest","MA - BREST / Maison d'Arrêt de Brest","29200",""
1564,"10, Rue Emile Brindejonc","Saint-Malo","MA - USPN MAISON D'ARRET DE SAINT MALO / Maison d'Arrêt de Saint-Malo","35400",""
1565,", Rue du Petit Pré","Vezin-le-Coquet","CP - UCSA - Centre pénitentiaire des Hommes Rennes-Vezin / Centre pénitentiaire de Rennes-Vézin le Coquet","35132",NULL
1566,", Rue du Petit Pré","Vezin-le-Coquet","CP - UCSA  Centre Pénitentiaire des Femmes - Rennes / Centre pénitentiaire de Rennes-Vézin le Coquet","35132",""
1567,", Route de Larmor","Ploemeur","CP - US du CHBS au Centre Pénitentiaire de Lorient Ploemeur / Centre Pénitentiaire de Lorient-Ploemeur","56270",NULL
1568,"12, Place de Nazareth","Vannes","MA - US - MAISON D'ARRET DE VANNES / Maison d'Arrêt de Vannes","56000",""
1569,"1, Route Mediane","Bourges","MA - MAISON D'ARRET DE BOURGES / Maison d'Arrêt de Bourges","18000",NULL
1570,", Route de Brou","Châteaudun","CD - Centre de Détention de Chateaudun / Centre de Détention de Châteaudun","28200",""
1571,", Bel Air","Saint-Maur","MC - Unité de soins somatiques et psychiatriques de la maison centrale de SAINT-MAUR / Maison Centrale de Saint-Maur","36250",""
1573,"20, Rue Henri Martin","Tours","MA - US Tours / Maison d'Arrêt de Tours","37000",""
1574,"25, Rue Marcel Paul","Blois","MA - US / Maison d'Arrêt de Blois","41000",""
1575,", Rue de Montaran","Saran","CP - US1 / Centre pénitentiaire d'Orléans Saran","45770",""
1576,"9, Boulevard Masseria","Ajaccio","MA - US Ajaccio / Maison d'Arrêt d'Ajaccio","20000",""
1577,", Casabianda","Aléria","CD - US DE CASABIANDA / Centre de Détention de Casabianda-Aléria","20270",""
1578,", Casabianda","Aléria","CP - US DE BORGO / Centre de Détention de Casabianda-Aléria","20270",""
1579,"21, Place Winston Churchill","Charleville-Mézières","MA - US Centre hospitalier de charleville mézières / Maison d'Arrêt de Charleville-Mézières","08000",""
1580,"1 bis, Rue Hennequin","Troyes","CD - US DE VILLENAUXE LA GRANDE / Maison d'Arrêt de Troyes","10000",""
1581,"1 bis, Rue Hennequin","Troyes","MC - US DE CLAIRVAUX / Maison d'Arrêt de Troyes","10000",""
1582,"1 bis, Rue Hennequin","Troyes","MA - US de TROYES / Maison d'Arrêt de Troyes","10000",""
1583,"23, Boulevard Robespierre","Reims","MA - US REIMS / Maison d'Arrêt de Reims","51100",NULL
1584,"1, rue Jacques Songy","Châlons-en-Champagne","MA - US1 / Maison d'Arrêt de Châlons-en-Champagne","51000",NULL
1585,"27, Rue du Val Barizien","Chaumont","MA - US CHAUMONT / Maison d'Arrêt de Chaumont","52000",NULL
1586,"323, Route de Pagney","Écrouves","CD - US du CD d'Ecrouves / Centre de Détention d'Ecrouves","54200",""
1587,"323, Route de Pagney","Écrouves","CD - US du CD de TOUL / Centre de Détention d'Ecrouves","54200",""
1588,", Nancy","Nancy","CP - US Nancy / Centre pénitentiaire de Nancy-Maxéville","54100",NULL
1589,"24, Place Saint-Pierre","Bar-le-Duc","MA - US Bar le Duc / Maison d'Arrêt de Bar-le-Duc","55000",""
1590,"18, Rue du Commandant Ménard","Montmédy","CD - US SAINT MIHIEL / Centre de Détention de Montmédy","55600",""
1591,"18, Rue du Commandant Ménard","Montmédy","CD - US MONTMEDY / Centre de Détention de Montmédy","55600",""
1592,"9, Rue Victor Hugo","Sarreguemines","CD - US d'OERMINGEN / Maison d'Arrêt de Sarreguemines","57200",""
1593,"9, Rue Victor Hugo","Sarreguemines","MA - US DE SARREGUEMINES / Maison d'Arrêt de Sarreguemines","57200",""
1594,"1, Rue de la Source","Metz","CP - US / Centre Pénitentiaire de Metz","57000",NULL
1595,"6, Rue Engelmann","Strasbourg","MA - STRASBOURG / Maison d'Arrêt de Strasbourg","67200",NULL
1596,", Rue de la 1ère Armée Française","Ensisheim","MC - US d'Ensisheim / Maison centrale d'Ensisheim","68190",NULL
1597,"1, Rue des Augustins","Colmar","MA - US de COLMAR / Maison d'Arrêt de Colmar","68000",NULL
1598,"59, Avenue Robert Schuman","Mulhouse","MA - USN1 Mulhouse / Maison d'Arrêt de Mulhouse","68100",NULL
1599,"13, Rue Villars","Épinal","MA - US D'EPINAL / Maison d'Arrêt d'Epinal","88000",NULL
1600,", Chemin des Epinettes","Laon","CP - US / Centre Pénitentiaire de Laon","02000",""
1601,"54, Avenue de Soissons","Château-Thierry","CP - Château-Thierry / Centre Pénitentiaire de Château-Thierry","02400",""
1602,", Place de la Paix","Sequedin","CP - US Maison d'arrêt de Sequedin / Centre Pénitentiaire de Lille-Loos-Sequedin","59320",""
1603,", Place de la Paix","Sequedin","CP - US Centre Pénitentiaire d'Annoeullin / Centre Pénitentiaire de Lille-Loos-Sequedin","59320",""
1604,"62, Rue Henri Terquem","Dunkerque","MA - US Maison d'arrêt de DUNKERQUE / Maison d'Arrêt de Dunkerque","59140",""
1605,", Route d?Assevent","Maubeuge","CP - MAUBEUGE / Centre Pénitentiaire de Maubeuge","59600",NULL
1606,"75, Rue Lomprez","Valenciennes","MA - Maison d'arrêt de valenciennes / Maison d'Arrêt de Valenciennes","59300",NULL
1607,"75, Rue Lomprez","Valenciennes","EPM - EPM QUIEVRECHAIN / Maison d'Arrêt de Valenciennes","59300",NULL
1608,"505, Rue de Cuincy","Douai","MA - USMP de Douai / Maison d'Arrêt de Douai","59500",""
1609,", Rue de Pontoise","Beauvais","CP - Centre Hospitalier de Beauvais / Centre pénitentiaire de Beauvais","60000",""
1610,"1, Rue Robert Badinter","Liancourt","CP - US2 / Centre Pénitentiaire de Liancourt","60140",""
1611,"5, Rue Leon Droux","Vendin-le-Vieil","CP - US  / Centre Pénitentiaire de Vendin-le-Vieil","62880",NULL
1612,"12, Rue des Carabiniers d?Artois","Arras","CD - US BAPAUME / Maison d'Arrêt d'Arras","62000",NULL
1613,"12, Rue des Carabiniers d?Artois","Arras","MA - US ARRAS / Maison d'Arrêt d'Arras","62000",""
1614,"106, Rue d?Aire","Béthune","MA - US DE BETHUNE / Maison d'Arrêt de Béthune","62400",NULL
1615,", Chemin du Plateau des Bruyères","Longuenesse","CP - US du centre hospitalier de la Région de Saint-Omer / Centre Pénitentiaire de Longuenesse","62219",""
1616,"85, Avenue de la Defense Passive","Amiens","MA - USDSS / Maison d'Arrêt d'Amiens","80080",NULL
1617,"42, Rue de la Santé","Paris","CD - US PLS / Prison de la Santé","75014",NULL
1618,", Allée des Thuyas","Fresnes","CP - US  de Fresnes / Centre Pénitentiaire de Fresnes","94260",NULL
1619,", Rue du Lycee","Chauconin-Neufmontiers","CP - US Meaux Chauconin-Neufmontiers / Centre Pénitentiaire de Meaux-Chauconin-Neufmontiers","77124",NULL
1620,"10, Quai de la Courtille","Melun","CP - Unité Sanitaire (USS + DSP) du Centre Pénitentiaire Sud Francilien / Centre de Détention de Melun","77000",NULL
1621,"10, Quai de la Courtille","Melun","CD - Melun / Centre de Détention de Melun","77000",NULL
1622,"17, Rue de l?Abbaye","Poissy","MC - USMP de Poissy / Maison Centrale de Poissy","78300",NULL
1623,", Chemin Rouen Paris","Porcheville","EPM - US de Porcheville / Etablissement spécialisé pour mineurs de Porcheville","78440",NULL
1624,"28, Avenue de Paris","Versailles","MA - US MA de Versailles / Maison d'Arrêt de Versailles","78000",NULL
1625,"28, Avenue de Paris","Versailles","MA - US MA de Bois d'Arcy / Maison d'Arrêt de Versailles","78000",NULL
1626,"7, Avenue des Peupliers","Fleury-Mérogis","MA - US Fleury Mérogis / Maison d'Arrêt de Fleury-Mérogis","91700",NULL
1627,"133, Avenue de la Commune de Paris","Nanterre","MA - Nanterre / Maison d'Arrêt de Nanterre-Hauts-de-Seine","92000",NULL
1628,", Avenue Vauban","Villepinte","MA - US Villepinte / Maison d'Arrêt de Villepinte-Seine-Saint-Denis","93420",NULL
1629,", Chemin de Boissy à Pontoise","Osny","MA - US Maison d'Arrêt d'Osny / Maison d'Arrêt d'Osny-Val-d'Oise","95520",NULL
1630,", Avenue de la Jalière","Orvault","EPM - US EPM / Etablissement Spécialisé pour mineurs d'Orvault","44700",""
1631,", Avenue de la Jalière","Orvault","CP - US Centre de détention et SMPR niv.1 Centre de Détention / Etablissement Spécialisé pour mineurs d'Orvault","44700",NULL
1632,"1, Place Olivier Giran","Angers","MA - USMP / Maison d'Arrêt d'Angers","49100",NULL
1633,"20, Boulevard Frédéric Chaplet","Laval","MA - Maison d'arrêt Laval / Maison d'Arrêt de Laval","53000",NULL
1634,", Rue Cesare Beccaria","Coulaines","MA - US le mans / Maison d'arret du Mans - Les Croisettes","72190",NULL
1635,"20, Boulevard d?Angleterre","La Roche-sur-Yon","MA - US CHD VENDEE / Maison d'Arrêt de La Roche-sur-Yon","85000",NULL
1636,"30, Rue Rabelais","Fontenay-le-Comte","MA - USMP de Fontenay-le-Comte / Maison d'Arrêt de Fontenay-le-Comte","85200",NULL
1637,"10, Rue General Duparge","Caen","CP - US de Caen / Maison d'Arrêt de Caen","14000",""
1638,"10, Rue General Duparge","Caen","MA - US de la maison d'arrêt de Caen / Maison d'Arrêt de Caen","14000",""
1639,"92, Rue Pierre Semard","Évreux","MA - UnitéSanitaire de la maison d'arret d'Evreux / Maison d'Arrêt d'Evreux","27000",""
1640,"2, Rue Louis Vastel","Cherbourg-en-Cotentin","MA - US CHPC / Maison d'Arrêt de Cherbourg","50100",""
1641,"3, Rue de la Verjusière","Coutances","MA - US / Maison d'Arrêt de Coutances","50200",NULL
1642,", Rue du Pont Percé","Condé-sur-Sarthe","CP - US de Condé sur Sarthe / Centre Pénitentiaire Alençon-Condé-sur-Sarthe","61250",NULL
1643,"3, impasse du Général Giraud","Argentan","CD - US du Centre Hospitalier d'Argentan  Espace René Cassin/ Centre de Détention d'Argentan","61200",NULL
1644,", Les Cottages","Val-de-Reuil","CD - US DE Val De Reuil / Centre de Détention de Val-de-Reuil","27100",NULL
1645,"169, Boulevard de l?Europe","Rouen","MA - USS et USP / Maison d'Arrêt de Rouen","76100",""
1646,", Routot","Saint-Aubin-Routot","CP - US / Centre pénitentiaire du Havre","76430",NULL
1647,"112, Rue Saint Roch","Angoulême","MA - Maison d'arrêt d'angouleme / Maison d'Arrêt d'Angoulême","16000",NULL
1648,", Place des 3 Maisons","Saint-Martin-de-Ré","MC - US Saint Martin de Ré / Maison Centrale de Saint-Martin-de-Ré","17410",NULL
1649,", Bedenac","Bedenac","CD - US de BÉDENAC / Centre de Détention de Bédenac","17210",NULL
1650,"59 bis, Rue de l?Arc de Triomphe","Saintes","MA - US de SAINTES / Maison d'Arrêt de Saintes","17100",""
1651,"11 ter, Rue du Maréchal Gallieni","Rochefort","MA - US / Maison d'Arrêt de Rochefort","17300",NULL
1652,"26, Rue Souham","Tulle","MA - US Tulle / Maison d'Arrêt de Tulle","19000",NULL
1653,"26, Rue Souham","Tulle","CD - US Uzerche / Centre de détention d'Uzerche","19000",NULL
1654,"9, Avenue de la République","Guéret","MA - C.H. de Guéret / Maison d'Arrêt de Guéret","23000",NULL
1655,", Route de Dautre","Mauzac-et-Grand-Castang","CD - Unité Sanitaire Niveau 1 - Centre de Détention de MAUZAC / Centre de Détention de Mauzac","24150",NULL
1656,"2, Place Beleyme","Périgueux","MA - US PERIGUEUX / Maison d'Arrêt de Périgueux","24000",NULL
1657,"2, Place Beleyme","Périgueux","CD - US CD de NEUVIC / Maison d'Arrêt de Périgueux","24000",NULL
1658,", Rue du Bourdillat","Gradignan","CP - US de Gradignan / Centre Pénitentiaire Bordeaux-Gradignan","33170",NULL
1659,", Chemin de Pémégnan","Mont-de-Marsan","CP - centre pénitentiaire de Mont de Marsan / Centre Pénitentiaire de Mont-De-Marsan","40000",NULL
1660,"17 bis, Place Winston Churchill","Limoges","MA - Unité Sanitaire de niveau 1 / Maison d'Arrêt de Limoges","87000",NULL
1661,"44, Rue Montaigne","Agen","0 - US / Maison d'Arrêt d'Agen","47000",NULL
1662,", Rue des Martyrs de la Résistance","Villeneuve-sur-Lot","CD - Centre de Détention d'Eysses / Centre de Détention d'Eysses-Villeneuve-sur-Lot","47300",NULL
1663,"44, Rue Charles Floquet","Bayonne","MA - US CH COTE BASQUE / Maison d'Arrêt de Bayonne","64100",NULL
1664,"14 bis, Rue Viard","Pau","MA - USMP de PAU / Maison d'Arrêt de Pau","64000",NULL
1665,", Rue des Halles","Vivonne","CP - US de Poitiers-Vivonne / Centre Pénitentiaire de Poitiers-Vivonne","86370",NULL
1666,"1, Rue du Sanitat","Niort","MA - US de Niort / Maison d'Arrêt de Niort","79000",NULL
1667,"26, Avenue du Général de Gaulle","Foix","MA - US FOIX / Maison dArrêt de Foix","9000",NULL
1668,"3, Avenue du Général Leclerc","Carcassonne","MA - Unité Sanitaire en Milieu Pénitentiaire du CH Carcassonne / Maison d'Arrêt de Carcassonne","11000",""
1669,"870, Rue des Routiers","Druelle Balsac","MA - US / Maison d'Arrêt de Rodez / Maison d'Arrêt de Rodez","12510",""
1670,"131, Chemin de Tholozan","Nîmes","MA - US DE LA MAISON D'ARRET DE NIMES / Maison d'Arrêt de Nîmes","30000",""
1671,", Route de Seysses","Muret","CP - US de la Maison d'Arret Seysses / CHU Toulouse / Centre de Détention de Muret","31600",""
1733,"19, Rue de la Dolve","Tours","Centre de vaccination SOS Médecins 37","37000","0 800 009 110"
1672,", Route de Seysses","Muret","CD - US du Centre de Détention de Muret / CHU Toulouse / Centre de Détention de Muret","31600",""
1673,"861, Route de Saint-Pons","Béziers","CP - US CENTRE HOSPITALIER DE BEZIERS / Centre Pénitentiaire de Béziers","34500",""
1674,", Avenue du Moulin de la Jasse","Villeneuve-lès-Maguelone","CP - US de Villeneuve Les Maguelone / Centre Pénitentiaire de Villeneuve-les-Maguelone","34750",""
1675,"37, Chemin de Séjalan","Mende","MA - US / Maison d'Arrêt de Mende","48000",""
1676,", Rue des Saligues","Lannemezan","CP - Hôpitaux de Lannemezan / Centre Pénitentiaire de Lannemezan","65300",""
1677,", Rue des Saligues","Lannemezan","MA - TARBES / Centre Pénitentiaire de Lannemezan","65300",""
1678,", Chemin de Mailloles","Perpignan","CP - USMP / Centre Pénitentiaire de Perpignan","66000",""
1679,"30, Rue André Imbert","Albi","MA - US  Albi / Maison d'Arrêt d'Albi","81000",""
1680,"17, Chemin des Pescayres","Saint-Sulpice-la-Pointe","EPM - US EPM LAVAUR / Centre de Détention de Saint-Sulpice-la-Pointe","81370",""
1681,"17, Chemin des Pescayres","Saint-Sulpice-la-Pointe","CD - US SAINT SULPICE / Centre de Détention de Saint-Sulpice-la-Pointe","81370",""
1682,"250, Avenue Beausoleil","Montauban","MA - US de Montauban / Maison d'Arrêt de Montauban","82000",""
1683,", Montée Saint-Charles","Digne-les-Bains","MA - US UF 2760 CH DIGNE / Maison d'Arrêt de Digne-les-Bains","04000",""
1684,"1, Place Grenette","Gap","MA - US Gap / Maison d'Arrêt de Gap","05000",""
1685,"55, Route des Genets","Grasse","MA - US GRASSE / Maison d'Arrêt de Grasse","06130",""
1686,"12, Rue de la Gendarmerie","Nice","MA - Nice / Maison d'Arrêt de Nice","06000",""
1687,", Impasse du Belier Luynes","Aix-en-Provence","CP - LUYNES / Centre Pénitentiaire d'Aix-Luynes","13080",NULL
1688,", Salon-de-Provence","Salon-de-Provence","CD - US de Salon-de-Provence / Centre de Détention de Salon-de-Provence","13300",""
1689,", Montée Commandant de Robien","Marseille","EPM - US US-SMPR-CSAPA Etablissement pénitentiaire pour Mineur de la Valentine / Etablissement spécialisé pour mineurs de Marseille","13011",""
1690,", Montée Commandant de Robien","Marseille","CP - US US-SMPR-CSAPA CPM Baumettes / Etablissement spécialisé pour mineurs de Marseille","13011",NULL
1691,", Montée Commandant de Robien","Marseille","SAS - US SAS / Etablissement spécialisé pour mineurs de Marseille","13011",""
1692,"2, Rue Joseph Seguin","Arles","MC - USMP MC Arles / Maison Centrale d'Arles","13200",""
1693,"2, Rue Joseph Seguin","Arles","CD - USMP CD TARASCON / Maison Centrale d'Arles","13200",""
1694,", Route de la Crau","La Farlède","CP - USP- Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer (CHITS) / Centre Pénitentiaire de Toulon-La Farlède","83210",NULL
1695,"3305, Avenue Fred Scamaroni","Draguignan","MA - US Draguignan / Maison d'arrêt de Draguignan","83300",""
1696,"90, Rue Panisset","Le Pontet","CP - US le PONTET AVIGNON / Centre Pénitentiaire d'Avignon-le Pontet","84130",""
1697,"4, Boulevard Felix Eboue","Basse-Terre"," - BASSE TERRE / Maison d'Arrêt de Basse-Terre","97100",""
1698,", Fond Sarrail","Baie-Mahault","CP - US de Baie-Mahault / Centre Pénitentiaire de Baie-Mahault","97122",NULL
1699,", ZI de Champigny","Ducos","CP - Centre Pénitentiaire de Ducos / Centre Pénitentiaire de Ducos","97224",NULL
1700,"1603 bis, Route de la Matourienne","Remire-Montjoly","CP - US DU CENTRE PÉNITENTIAIRE DE RÉMIRE-MONTJOLY / Centre Pénitentiaire de Remire-Montjoly","97354",""
1701,"1, Rue de Cayenne","Saint-Pierre","CP - US Saint-Denis / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","97410",NULL
1702,"1, Rue de Cayenne","Saint-Pierre","CD - US Centre pénitentiaire du Port / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","97410",""
1703,"1, Rue de Cayenne","Saint-Pierre","CP - US CP  Saint-Pierre / Maison d'Arrêt de Saint-Pierre-de-la-Réunion","97410",""
1704,", Majicavo Lamir","Koungou","CP - Majicavo Lamir / Maison d'arrêt de Majicavo Lamir","97600",""
1705,"4, Avenue Richerand","Paris","Mairie du 10e + annexe Richerand","75010","39 75"
1706,"71, Avenue Henri Martin","Paris","Mairie du 16e fermé","75016","39 75"
1707,"18, Rue des Batignolles","Paris","Centre de vaccination Mairie Paris 17","75017","39 75"
1708,"55, Rue Haxo","Paris","Centre éphémère - Caserne Ménilmontant","75020",NULL
1709,"2, Rue du Lieutenant Raoul Batany","Clamart","Hôpital des armées Percy","92140",NULL
1710,"2, Rue Robespierre","Ivry-sur-Seine","Centre de Vaccination d'Ivry sur Seine","94200","+33172046499 "
1711,", plcae du Polder","Gravelines","Centre de vaccination - Commune de Gravelines -Sportica","59820",NULL
1712,"12, Rue de Rocheau","Épinay-sous-Sénart","Epinay-sous-Sénart CVA","91860",NULL
1713,"8, espace du Bicentenaire","Cotignac","Centre vaccination COTIGNAC - Caserne des Pompiers","83570",NULL
1714,", Route de Rocbaron","Puget-Ville","Centre vaccination PUGET-VILLE - Caserne des Pompiers","83390",NULL
1715,"25, Avenue Franklin Roosevelt","Rians","Centre de Vaccination de RIANS - Caserne des Pompiers","83560",NULL
1716,", Boulevard du Mercantour","Nice","Palais NIKAIA","06200",NULL
1717,", Esplanade de Lattre de Tassigny","Nice","Palais des expositions","06200",NULL
1718,", Nouveau Quai","Aire-sur-la-Lys","Centre de vaccination - Ville AIRE SUR LA LYS, RESIDENCE DE LA LYS","62120","+33786174791"
1719,", Rue Poulin","Chaulnes","Centre de vaccination - Commune CHAULNES, Centre socioculturel ","80320",NULL
1720,"4, Avenue Aristide Briand","Aurillac","Equipe Mobile de Vaccination CANTAL","15000",NULL
1721,"87, Rue Robert Surmont","La Ferté-Bernard","Centre de vaccination  - LA FERTE-BERNARD - Synergie Parc","72400","+33619528711"
1722,"1bis, Rue de l’Egalité","Vimy","Centre de vaccination - commune VIMY,Espace Santé Simone Veil","62580",NULL
1723,"351, Route de Toulouse","Villenave-d'Ornon","Centre de vaccination - HIA Robert PICQUE","33140",NULL
1724,", Rue du Docteur Charles Legay","Divion","Centre de vaccination - Polyclinique De la CLARENCE","62460","+33321549260"
1725,"61 bis, Rue Joseph Bouliez","Somain","Centre de vaccination - CH SOMAIN","59490",NULL
1726,"1, Rue Sainte Claire","Arras","Centre de vaccination - communauté urbaine d'Arras, salle Pierre Rapeneau","62000",NULL
1727,"2, Nouvelle Route du Stade","Évian-les-Bains","Evian - halle de Passerat - Nv Rte du stade","74500",NULL
1728,", Avenue de l’Hippodrome","Le Touquet-Paris-Plage","Centre de vaccination - Commune Le Touquet-Paris-Plage, Salle des Quatre Saisons Le Touquet","62520",NULL
1729,", Avenue Ferber","Marquise","Centre de vaccination - Commune MARQUISE, Salle Capoolco (à côté des bureaux de la CCT2C)","62250",NULL
1731,"Salle de spectacle Dianetum, Chemin des Cordeliers","Anet","Centre de vaccination -ANET éphémère","28260",NULL
1734,", Rue des Anges","Neung-sur-Beuvron","Centre de vaccination Neung-sur-Beuvron","41210",NULL
1735,"6, Rue Saint Jean","Meung-sur-Loire","CV éphémère Meung-sur-Loire","45130",NULL
1736,"2, Place Galignani","Corbeil-Essonnes","Corbeil-Essonnes centre de vaccination","91100","01 60 89 74 31"
1737,"8, Rue des Mimosas / 2 rue du Général Leclerc","Paray-Vieille-Poste / Morangis","CPTS Nord Essonne-Paray-Morangis","91550",NULL
